player_id,year,team,is_finals,games_played,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,total_score,total_fantasy_points,total_percentage_played,avg_kicks,avg_marks,avg_handballs,avg_disposals,avg_goals,avg_behinds,avg_hit_outs,avg_tackles,avg_rebound_50s,avg_inside_50s,avg_clearances,avg_clangers,avg_free_kicks_for,avg_free_kicks_against,avg_contested_possessions,avg_uncontested_possessions,avg_contested_marks,avg_marks_inside_50,avg_one_percenters,avg_bounces,avg_goal_assists,avg_score,avg_fantasy_points,avg_percentage_played,decade,disposal_efficiency,player_name,player_full_name,first_name,last_name,born_date,debut_date,debut_age,last_date,last_age,height,weight,player_link,player_teams
43262,2008,Geelong Cats,False,18,246.0,84.0,262.0,508.0,23.0,22.0,0.0,86.0,24.0,101.0,88.0,46.0,38.0,15.0,22.0,207.0,307.0,7.0,12.0,15.0,48.0,16.0,160,2011,1540.0,13.7,4.7,14.6,28.2,1.3,1.2,0.0,4.8,1.3,5.6,4.9,2.6,2.1,0.8,11.5,17.1,0.4,0.7,0.8,2.7,0.9,8.9,111.7,85.6,2000,0.484251968503937,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2008,Geelong Cats,True,3,42.0,16.0,56.0,98.0,3.0,2.0,0.0,9.0,2.0,21.0,15.0,7.0,6.0,4.0,0.0,34.0,64.0,1.0,0.0,5.0,7.0,3.0,20,336,270.0,14.0,5.3,18.7,32.7,1.0,0.7,0.0,3.0,0.7,7.0,5.0,2.3,2.0,1.3,11.3,21.3,0.3,0.0,1.7,2.3,1.0,6.7,112.0,90.0,2000,0.4285714285714285,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2009,Geelong Cats,False,19,252.0,81.0,402.0,654.0,24.0,20.0,0.0,83.0,36.0,67.0,87.0,49.0,21.0,21.0,30.0,260.0,400.0,18.0,22.0,23.0,28.0,14.0,164,2257,1710.0,13.3,4.3,21.2,34.4,1.3,1.1,0.0,4.4,1.9,3.5,4.6,2.6,1.1,1.1,13.7,21.1,0.9,1.2,1.2,1.5,0.7,8.6,118.8,90.0,2000,0.3853211009174312,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2009,Geelong Cats,True,3,47.0,12.0,43.0,90.0,3.0,6.0,0.0,9.0,11.0,12.0,20.0,7.0,6.0,3.0,0.0,35.0,55.0,3.0,2.0,6.0,8.0,2.0,24,320,270.0,15.7,4.0,14.3,30.0,1.0,2.0,0.0,3.0,3.7,4.0,6.7,2.3,2.0,1.0,11.7,18.3,1.0,0.7,2.0,2.7,0.7,8.0,106.7,90.0,2000,0.5222222222222223,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2010,Geelong Cats,False,21,300.0,97.0,359.0,659.0,44.0,23.0,0.0,88.0,27.0,101.0,107.0,64.0,21.0,23.0,26.0,277.0,386.0,14.0,26.0,23.0,27.0,13.0,287,2500,1892.0,14.3,4.6,17.1,31.4,2.1,1.1,0.0,4.2,1.3,4.8,5.1,3.0,1.0,1.1,13.2,18.4,0.7,1.2,1.1,1.3,0.6,13.7,119.0,90.1,2010,0.4552352048558422,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2010,Geelong Cats,True,3,38.0,9.0,59.0,97.0,0.0,3.0,0.0,13.0,4.0,19.0,22.0,7.0,1.0,3.0,0.0,40.0,58.0,0.0,1.0,2.0,4.0,2.0,3,306,268.0,12.7,3.0,19.7,32.3,0.0,1.0,0.0,4.3,1.3,6.3,7.3,2.3,0.3,1.0,13.3,19.3,0.0,0.3,0.7,1.3,0.7,1.0,102.0,89.3,2010,0.3917525773195876,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2011,Gold Coast Suns,False,20,304.0,45.0,301.0,605.0,18.0,17.0,0.0,119.0,62.0,99.0,133.0,51.0,38.0,15.0,23.0,295.0,318.0,4.0,6.0,30.0,22.0,15.0,125,2243,1773.0,15.2,2.3,15.1,30.3,0.9,0.9,0.0,6.0,3.1,5.0,6.7,2.6,1.9,0.8,14.8,15.9,0.2,0.3,1.5,1.1,0.8,6.3,112.2,88.7,2010,0.5024793388429752,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2012,Gold Coast Suns,False,20,389.0,61.0,286.0,675.0,26.0,19.0,0.0,110.0,61.0,101.0,132.0,81.0,41.0,28.0,24.0,298.0,368.0,14.0,13.0,32.0,31.0,19.0,175,2494,1849.0,19.5,3.1,14.3,33.8,1.3,1.0,0.0,5.5,3.1,5.1,6.6,4.1,2.1,1.4,14.9,18.4,0.7,0.7,1.6,1.6,1.0,8.8,124.7,92.5,2010,0.5762962962962963,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2013,Gold Coast Suns,False,21,343.0,73.0,312.0,655.0,28.0,23.0,0.0,96.0,39.0,113.0,124.0,73.0,35.0,25.0,28.0,313.0,333.0,9.0,12.0,17.0,25.0,17.0,191,2407,1977.0,16.3,3.5,14.9,31.2,1.3,1.1,0.0,4.6,1.9,5.4,5.9,3.5,1.7,1.2,14.9,15.9,0.4,0.6,0.8,1.2,0.8,9.1,114.6,94.1,2010,0.5236641221374045,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2014,Gold Coast Suns,False,15,254.0,30.0,227.0,481.0,24.0,7.0,0.0,91.0,38.0,77.0,118.0,63.0,35.0,23.0,22.0,262.0,211.0,3.0,4.0,19.0,10.0,19.0,151,1787,1358.0,16.9,2.0,15.1,32.1,1.6,0.5,0.0,6.1,2.5,5.1,7.9,4.2,2.3,1.5,17.5,14.1,0.2,0.3,1.3,0.7,1.3,10.1,119.1,90.5,2010,0.5280665280665281,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2015,Gold Coast Suns,False,6,94.0,12.0,43.0,137.0,10.0,3.0,0.0,28.0,16.0,27.0,37.0,18.0,15.0,9.0,5.0,66.0,67.0,1.0,2.0,9.0,1.0,4.0,63,567,455.0,15.7,2.0,7.2,22.8,1.7,0.5,0.0,4.7,2.7,4.5,6.2,3.0,2.5,1.5,11.0,11.2,0.2,0.3,1.5,0.2,0.7,10.5,94.5,75.8,2010,0.6861313868613139,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2016,Gold Coast Suns,False,14,203.0,28.0,175.0,378.0,10.0,12.0,0.0,85.0,37.0,61.0,103.0,42.0,19.0,19.0,6.0,185.0,190.0,0.0,6.0,17.0,12.0,5.0,72,1417,1225.0,14.5,2.0,12.5,27.0,0.7,0.9,0.0,6.1,2.6,4.4,7.4,3.0,1.4,1.4,13.2,13.6,0.0,0.4,1.2,0.9,0.4,5.1,101.2,87.5,2010,0.5370370370370371,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2017,Gold Coast Suns,False,14,267.0,49.0,195.0,462.0,8.0,11.0,0.0,77.0,35.0,83.0,106.0,65.0,13.0,18.0,14.0,192.0,256.0,2.0,3.0,9.0,8.0,12.0,59,1664,1209.0,19.1,3.5,13.9,33.0,0.6,0.8,0.0,5.5,2.5,5.9,7.6,4.6,0.9,1.3,13.7,18.3,0.1,0.2,0.6,0.6,0.9,4.2,118.9,86.4,2010,0.577922077922078,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2018,Geelong Cats,False,18,280.0,79.0,245.0,525.0,16.0,14.0,0.0,66.0,36.0,90.0,82.0,77.0,24.0,31.0,14.0,199.0,329.0,2.0,6.0,14.0,9.0,8.0,110,1872,1477.0,15.6,4.4,13.6,29.2,0.9,0.8,0.0,3.7,2.0,5.0,4.6,4.3,1.3,1.7,11.1,18.3,0.1,0.3,0.8,0.5,0.4,6.1,104.0,82.1,2010,0.5333333333333333,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2018,Geelong Cats,True,1,16.0,6.0,11.0,27.0,0.0,1.0,0.0,6.0,8.0,2.0,4.0,6.0,0.0,1.0,0.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1,110,87.0,16.0,6.0,11.0,27.0,0.0,1.0,0.0,6.0,8.0,2.0,4.0,6.0,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,110.0,87.0,2010,0.5925925925925926,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2019,Geelong Cats,False,21,264.0,80.0,166.0,430.0,33.0,16.0,0.0,94.0,20.0,108.0,46.0,76.0,15.0,34.0,13.0,177.0,261.0,8.0,20.0,14.0,5.0,19.0,214,1867,1844.0,12.6,3.8,7.9,20.5,1.6,0.8,0.0,4.5,1.0,5.1,2.2,3.6,0.7,1.6,8.4,12.4,0.4,1.0,0.7,0.2,0.9,10.2,88.9,87.8,2010,0.6139534883720931,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2019,Geelong Cats,True,3,29.0,9.0,23.0,52.0,1.0,2.0,0.0,14.0,1.0,6.0,3.0,14.0,3.0,8.0,0.0,22.0,32.0,2.0,4.0,3.0,1.0,1.0,8,203,266.0,9.7,3.0,7.7,17.3,0.3,0.7,0.0,4.7,0.3,2.0,1.0,4.7,1.0,2.7,7.3,10.7,0.7,1.3,1.0,0.3,0.3,2.7,67.7,88.7,2010,0.5576923076923077,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2020,Geelong Cats,False,8,74.0,17.0,59.0,133.0,7.0,5.0,0.0,19.0,6.0,33.0,11.0,27.0,4.0,9.0,1.0,62.0,72.0,0.0,4.0,4.0,0.0,9.0,47,491,689.0,9.3,2.1,7.4,16.6,0.9,0.6,0.0,2.4,0.8,4.1,1.4,3.4,0.5,1.1,7.8,9.0,0.0,0.5,0.5,0.0,1.1,5.9,61.4,86.1,2020,0.556390977443609,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
43262,2020,Geelong Cats,True,4,23.0,7.0,23.0,46.0,2.0,3.0,0.0,9.0,2.0,12.0,6.0,2.0,1.0,1.0,0.0,17.0,29.0,1.0,3.0,1.0,0.0,3.0,15,185,300.0,5.8,1.8,5.8,11.5,0.5,0.8,0.0,2.3,0.5,3.0,1.5,0.5,0.3,0.3,4.3,7.3,0.3,0.8,0.3,0.0,0.8,3.8,46.3,75.0,2020,0.5,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17.0,2020-10-24,36.0,182.0,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"['Geelong Cats', 'Gold Coast Suns']"
45805,1993,Adelaide Crows,True,3,12.0,8.0,9.0,21.0,,,1.0,3.0,,,,,4.0,3.0,,,,,,,,,0,86,,4.0,2.7,3.0,7.0,,,1.0,1.5,,,,,1.3,1.0,,,,,,,,0.0,28.7,,1990,0.5714285714285714,David Pittman,David_Pittman,David,Pittman,1969-02-23,1992-07-19,23.0,1999-08-15,30.0,201.0,103.0,https://afltables.com/afl/stats/players/D/David_Pittman.html,['Adelaide Crows']
43265,2001,Port Adelaide Power,False,12,28.0,18.0,20.0,48.0,3.0,5.0,63.0,5.0,3.0,9.0,14.0,5.0,7.0,7.0,0.0,31.0,20.0,4.0,7.0,2.0,0.0,0.0,23,270,,2.3,1.5,1.7,4.0,0.3,0.4,5.3,0.4,0.3,0.8,1.2,0.4,0.6,0.6,2.6,1.7,0.3,0.6,0.2,0.0,0.0,1.9,22.5,,2000,0.5833333333333334,Cain Ackland,Cain_Ackland,Cain,Ackland,1982-03-16,2001-03-30,19.0,2008-05-16,26.0,196.0,101.0,https://afltables.com/afl/stats/players/C/Cain_Ackland.html,"['Carlton Blues', 'Port Adelaide Power', 'St Kilda Saints']"
43265,2005,St Kilda Saints,False,20,130.0,71.0,93.0,223.0,12.0,2.0,257.0,18.0,6.0,51.0,51.0,51.0,31.0,23.0,0.0,103.0,118.0,7.0,11.0,32.0,3.0,7.0,74,1154,1548.0,6.5,3.6,4.7,11.2,0.6,0.1,12.9,0.9,0.3,2.6,2.6,2.6,1.6,1.2,5.2,5.9,0.4,0.6,1.6,0.2,0.4,3.7,57.7,77.4,2000,0.5829596412556054,Cain Ackland,Cain_Ackland,Cain,Ackland,1982-03-16,2001-03-30,19.0,2008-05-16,26.0,196.0,101.0,https://afltables.com/afl/stats/players/C/Cain_Ackland.html,"['Carlton Blues', 'Port Adelaide Power', 'St Kilda Saints']"
43265,2005,St Kilda Saints,True,2,10.0,4.0,6.0,16.0,0.0,0.0,32.0,1.0,0.0,4.0,6.0,3.0,5.0,2.0,0.0,9.0,5.0,1.0,0.0,4.0,0.0,0.0,0,89,130.0,5.0,2.0,3.0,8.0,0.0,0.0,16.0,0.5,0.0,2.0,3.0,1.5,2.5,1.0,4.5,2.5,0.5,0.0,2.0,0.0,0.0,0.0,44.5,65.0,2000,0.625,Cain Ackland,Cain_Ackland,Cain,Ackland,1982-03-16,2001-03-30,19.0,2008-05-16,26.0,196.0,101.0,https://afltables.com/afl/stats/players/C/Cain_Ackland.html,"['Carlton Blues', 'Port Adelaide Power', 'St Kilda Saints']"
43265,2006,St Kilda Saints,False,19,99.0,67.0,60.0,159.0,6.0,4.0,204.0,11.0,17.0,26.0,26.0,28.0,22.0,16.0,0.0,71.0,91.0,7.0,6.0,30.0,6.0,2.0,40,880,1020.0,5.2,3.5,3.2,8.4,0.3,0.2,10.7,0.6,0.9,1.4,1.4,1.5,1.2,0.8,3.7,4.8,0.4,0.3,1.6,0.3,0.1,2.1,46.3,53.7,2000,0.6226415094339622,Cain Ackland,Cain_Ackland,Cain,Ackland,1982-03-16,2001-03-30,19.0,2008-05-16,26.0,196.0,101.0,https://afltables.com/afl/stats/players/C/Cain_Ackland.html,"['Carlton Blues', 'Port Adelaide Power', 'St Kilda Saints']"
